"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type"
"g186470-d7067705","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Botanic Inn']","The Botanic Inn","Claimed",3.5,"October 14, 2023","23-27 Malone Road, Belfast BT9 6RU Northern Ireland",54.580967,-5.938371,"#434 of 689 Restaurants in Belfast","#211 of 272 British in Belfast",94,0,0,"₪14 - ₪39","Bar, Pub, Irish, British, Gastropub","Lunch, Dinner, Drinks",,"Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","True","True","http://www.thebotanicinn.com",40,35,40,,34,26,11,3,20,"English (87), Italian (3), Finnish (1), German (1), French (1), Spanish (1)","g186470-d7067705","in rating","$","Irish, Bar, British",87,7,87,"Restaurants"
"g186470-d7067962","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Jacks Honest Food']","Jacks Honest Food","Claimed",4.5,"July 21, 2022","221 Kingsway, Belfast BT17 9SB Northern Ireland",54.55023,-6.00701,"#233 of 689 Restaurants in Belfast","#233 of 689 Restaurants in Belfast",56,0,0,,"Fast Food","Dinner, Lunch","Vegetarian Friendly","Delivery, Takeout, Seating, Wheelchair Accessible","True","True","http://www.facebook.com/pages/JACKS-HONEST-FOOD/714343668625507",50,50,50,50,41,10,2,1,2,"English (56)","g186470-d7067962","in rating","$","Fast Food, Vegetarian Friendly",56,0,56,"Restaurants"
"g186470-d7077649","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Taco Mex']","Taco Mex - CLOSED","Unclaimed",4,"October 5, 2018","135 Newtownards Road, Belfast BT4 1AB Northern Ireland",54.59962,-5.90528,,,10,0,0,,"Mexican",,,,"False","True",,40,35,40,,6,2,0,0,2,"English (10)","g186470-d7077649","closed","$","Mexican",10,0,10,
"g186470-d7113752","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Nando's Belfast - Bedford Street""]","Nando's Belfast - Bedford Street","Claimed",4,"September 24, 2023","Centrepoint, 24 Ormeau Ave Centrepoint, Belfast BT2 8HS Northern Ireland",54.593086,-5.931181,"#20 of 172 Quick Bites in Belfast","#20 of 172 Quick Bites in Belfast",159,0,0,,"Portuguese, Grill","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Wine and Beer, Digital Payments, Family style, Gift Cards Available","True","True","http://www.nandos.co.uk/restaurants/belfast-bedford-street",45,40,40,,63,59,20,5,12,"Italian (4), French (1), English (145), Dutch (3), Spanish (2), Portuguese (4)","g186470-d7113752","in rating","$$ - $$$","Quick Bites, Grill, Portuguese",145,14,145,"Quick Bites"
"g186470-d7158744","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Biddys Bar & Bistro']","Biddys Bar & Bistro","Claimed",4.5,"January 21, 2023","133 Andersonstown Road, Belfast BT11 9BU Northern Ireland",54.57387,-5.98781,"#234 of 689 Restaurants in Belfast","#35 of 91 Pub in Belfast",36,0,0,,"Bar, Pub","Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Full Bar, Table Service","True","True","https://www.facebook.com/BiddysBarAndBistro/",40,40,45,,26,5,4,0,1,"English (36)","g186470-d7158744","in rating","$","Bar, Pub, Vegetarian Friendly",36,0,36,"Restaurants"
"g186470-d7160781","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Divis Coffee Barn']","Divis Coffee Barn","Claimed",4.5,"November 26, 2022","11 Divis Road Hannahstown, Belfast BT17 0NG Northern Ireland",54.59326,-6.04022,"#46 of 97 Coffee & Tea in Belfast","#46 of 97 Coffee & Tea in Belfast",13,0,0,,"Cafe, Irish",,,,"False","True",,40,45,40,,9,2,2,0,0,"English (13)","g186470-d7160781","in rating",,"Quick Bites, Irish, Cafe",13,0,13,"Coffee & Tea"
"g186470-d718573","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Crown Liquor Saloon']","The Crown Liquor Saloon","Claimed",4,"October 16, 2023","46 Great Victoria Street, Belfast BT2 7BA Northern Ireland",54.59461,-5.934458,"#107 of 689 Restaurants in Belfast","#107 of 689 Restaurants in Belfast",6433,0,0,"₪19 - ₪58","Pub","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly","Gift Cards Available, Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.nicholsonspubs.co.uk/thecrownliquorsaloonbelfast/",40,40,40,45,"3,221","1,864",688,301,359,"Dutch (41), Spanish (141), Russian (10), Hebrew (1), Norwegian (6), Swedish (6), Chinese (Sim.) (26), Japanese (8), Danish (11), Chinese (Trad.) (25), Portuguese (51), Finnish (2), Italian (161), Greek (1), German (64), Czech (1), French (117), Turkish (2), English (5, 801), Polish (2)","g186470-d718573","in rating","$$ - $$$","Pub, Vegetarian Friendly",5,676,5,"Restaurants"
"g186470-d7186374","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Falafel']","Falafel","Claimed",4.5,"February 1, 2022","9 Botanic Avenue, Belfast BT7 1JG Northern Ireland",54.589127,-5.933658,"#146 of 689 Restaurants in Belfast","#1 of 4 Moroccan in Belfast",164,0,0,,"Lebanese, Moroccan, Middle Eastern, Mediterranean","Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Delivery, Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, Reservations","True","True","https://www.facebook.com/falafelbotanic",45,45,45,35,109,29,10,6,10,"Italian (1), English (155), French (3), Portuguese (1), Spanish (2), German (2)","g186470-d7186374","in rating","$","Lebanese, Moroccan, Mediterranean",155,9,155,"Restaurants"
"g186470-d718922","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Belfast Empire']","The Belfast Empire","Claimed",4,"June 12, 2023","42 Botanic Avenue, Belfast BT7 1JQ Northern Ireland",54.588158,-5.932726,"#264 of 689 Restaurants in Belfast","#53 of 109 Bar in Belfast",117,0,0,,"Bar, British, Pub","Lunch, Brunch, Late Night, Drinks",,"Seating, Television, Serves Alcohol, Full Bar, Table Service, Live Music","True","True","http://www.thebelfastempire.com/",35,35,35,35,59,30,10,6,12,"French (2), Italian (3), English (110), Japanese (1), Spanish (1)","g186470-d718922","in rating","$$ - $$$","Bar, British, Pub",110,7,110,"Restaurants"
"g186470-d720024","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'McHughs Bar & Restaurant']","McHughs Bar & Restaurant","Claimed",4,"September 20, 2023","29 - 31 Queen's Square, Belfast BT1 3FG Northern Ireland",54.60088,-5.923164,"#95 of 689 Restaurants in Belfast","#10 of 91 Pub in Belfast",947,1,0,,"Irish, Bar, Pub","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Live Music","True","True","http://www.mchughsbar.com",40,45,40,45,440,302,99,59,47,"Chinese (Sim.) (1), English (885), Hungarian (1), German (7), Dutch (4), Russian (2), Portuguese (2), Norwegian (1), Italian (12), Swedish (1), French (14), Spanish (17)","g186470-d720024","in rating","$$ - $$$","Irish, Bar, Pub",885,62,885,"Restaurants"
"g186470-d720074","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Morning Star']","The Morning Star","Claimed",3.5,"October 14, 2023","17-19 Pottingers Entry, Belfast BT1 4DT Northern Ireland",54.599586,-5.926353,"#218 of 689 Restaurants in Belfast","#218 of 689 Restaurants in Belfast",1154,0,0,"₪19 - ₪193","Gastropub, Irish, Bar, British, Pub","Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Buffet, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Reservations, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Accepts Discover, Accepts Credit Cards, Table Service","True","True","http://www.themorningstarbar.com/",40,40,40,35,506,272,111,95,170,"English (1, 086), Spanish (9), Dutch (2), German (10), Portuguese (1), Japanese (3), French (13), Italian (30)","g186470-d720074","in rating","$$ - $$$","Irish, Bar, British",1,68,1,"Restaurants"
"g186470-d720171","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Northern Whig']","The Northern Whig","Claimed",4,"October 15, 2023","2-10 Bridge Street, Belfast BT1 1LU Northern Ireland",54.600594,-5.927883,"#18 of 689 Restaurants in Belfast","#18 of 689 Restaurants in Belfast",1298,1,0,"₪34 - ₪101","Bar, Pub, Gastropub","Brunch, Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Television, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.thenorthernwhig.com/restaurant/",40,40,40,40,769,249,112,77,91,"French (10), Portuguese (5), Italian (5), Japanese (1), Swedish (1), Dutch (1), Finnish (1), Greek (1), German (5), Norwegian (2), Spanish (4), English (1, 262)","g186470-d720171","in rating","$$ - $$$","Bar, Pub, Gastropub",1,36,1,"Restaurants"
"g186470-d720738","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Fly Bar']","The Fly Bar - CLOSED","Unclaimed",3,"October 16, 2018","5-6 Lower Crescent, Belfast BT7 1NR Northern Ireland",54.587833,-5.935125,,,20,0,0,,,,,,"False","True",,,20,25,,5,4,3,3,5,"English (20)","g186470-d720738","closed",,,20,0,20,
"g186470-d7214171","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'CasaBella']","CasaBella - CLOSED","Unclaimed",3.5,"February 12, 2019","343 Antrim Road, Belfast BT15 2HF Northern Ireland",54.61826,-5.93819,,,5,0,0,,"Italian",,,,"False","True",,,,,,3,0,0,0,2,"English (5)","g186470-d7214171","closed",,"Italian",5,0,5,
"g186470-d7230290","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Newforge Country Club']","Newforge Country Club - CLOSED","Unclaimed",5,"May 24, 2019","18B Newforge Lane, Belfast BT9 5NW Northern Ireland",54.55855,-5.94382,,,9,0,0,,,,,,"False","True",,45,45,45,,7,2,0,0,0,"English (9)","g186470-d7230290","closed",,,9,0,9,
"g186470-d7247881","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Academy Restaurant']","Academy Restaurant","Claimed",5,"April 27, 2023","York Street, Belfast BT15 1ED Northern Ireland",54.60367,-5.930099,"#198 of 689 Restaurants in Belfast","#101 of 272 British in Belfast",45,0,0,,"British","Dinner, Lunch","Vegan Options, Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service","True","True","http://www.academyrestaurant.co.uk/",45,50,50,,39,5,1,0,0,"English (45)","g186470-d7247881","in rating","$$ - $$$","British, Vegetarian Friendly, Vegan Options",45,0,45,"Restaurants"
"g186470-d7248133","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Wok-A-Moley']","Wok-A-Moley","Unclaimed",2.5,"August 27, 2023","38 Bradbury Place, Belfast BT7 1RS Northern Ireland",54.58857,-5.93474,"#677 of 689 Restaurants in Belfast","#102 of 102 Asian in Belfast",46,0,0,,"Chinese, Fast Food, Asian",,,"Delivery, Takeout, Reservations","True","True","https://www.facebook.com/wokamoley.uk/",30,25,25,,10,4,6,2,24,"English (46)","g186470-d7248133","in rating","$","Chinese, Fast Food, Asian",46,0,46,"Restaurants"
