"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g189909-d8571773","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Nanda']","Nanda","Unclaimed",4.5,"August 2, 2023","Savilahdenkatu 12, Mikkeli 50100 Finland",61.68991,27.270903,"#9 of 55 Restaurants in Mikkeli","#2 of 6 Soups in Mikkeli",37,0,0,"₪13 - ₪98","European, Soups","Breakfast, Lunch, Brunch","Vegetarian Friendly","Seating, Reservations","True","True","http://www.kahvilananda.fi",45,45,45,,19,15,3,0,0,"English (10), Finnish (25), Dutch (1), Russian (1)","in rating","g189909-d8571773","$$ - $$$","European, Soups, Vegetarian Friendly","Restaurants",10,27,25
"g189909-d857905","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Pruuvi']","Pruuvi","Claimed",4.5,"August 13, 2023","Raatihuoneenkatu 4, Mikkeli 50100 Finland",61.686802,27.275236,"#7 of 55 Restaurants in Mikkeli","#5 of 17 European in Mikkeli",107,0,0,"₪38 - ₪209","International, European, Grill","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Buffet, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Highchairs Available","True","True","http://www.raflaamo.fi/fi/mikkeli/pruuvi",40,45,40,40,53,41,6,6,1,"Italian (2), Portuguese (1), English (43), Finnish (49), German (3), Russian (9)","in rating","g189909-d857905","$$ - $$$","International, European, Grill","Restaurants",43,64,49
"g189909-d8580966","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Naisvuori Kahvilla']","Naisvuori Kahvilla","Unclaimed",3.5,"August 16, 2021","Mikonkatu 23, Mikkeli 50100 Finland",61.691944,27.27246,"#40 of 55 Restaurants in Mikkeli","#14 of 22 Cafe in Mikkeli",10,0,0,,"Cafe",,,,"False","True",,30,40,30,,1,5,3,0,1,"English (1), Russian (1), Finnish (8)","in rating","g189909-d8580966","$$ - $$$","Cafe","Restaurants",1,9,8
"g189909-d8580973","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Raijan Aitta']","Raijan Aitta","Claimed",4,"September 8, 2023","Kipparintie, 2, Mikkeli Finland",61.596592,27.409872,"#34 of 55 Restaurants in Mikkeli","#14 of 17 European in Mikkeli",2,0,0,,"Cafe, European, Scandinavian",,,,"False","True",,,,,,1,0,1,0,0,"English (1), Finnish (1)","in rating","g189909-d8580973",,"Cafe, European, Scandinavian","Restaurants",1,1,1
"g189909-d8581545","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Ravintola Porrassalmi']","Ravintola Porrassalmi","Unclaimed",,,"Kyyhkylaentie 9, Mikkeli 50700 Finland",61.63308,27.28731,,,0,0,0,,"European, Scandinavian",,,,"False","True",,,,,,0,0,0,0,0,"nan","in rating","g189909-d8581545",,"European, Scandinavian",,0,0,0
"g189909-d8581548","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Kartanoravintola']","Kartanoravintola","Unclaimed",3,"October 23, 2021","Kyyhkylaentie 6, Mikkeli 50700 Finland",61.63499,27.28854,"#48 of 55 Restaurants in Mikkeli","#10 of 11 Scandinavian in Mikkeli",2,0,0,,"European, Scandinavian",,,,"False","True",,,,,,0,1,0,1,0,"English, Finnish (2)","in rating","g189909-d8581548",,"European, Scandinavian","Restaurants",0,2,2
"g189909-d8581549","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Rantakyyhky']","Rantakyyhky","Unclaimed",3,"January 16, 2019","Kyyhkylaentie 6C, Mikkeli 50700 Finland",61.63499,27.28854,"#44 of 55 Restaurants in Mikkeli","#18 of 22 Cafe in Mikkeli",5,0,0,,"Cafe",,,,"False","True",,,,,,0,1,4,0,0,"English (1), Russian (1), Finnish (3)","in rating","g189909-d8581549","$","Cafe","Restaurants",1,4,3
"g189910-d10606765","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Pizzeria & Kebab Merenneito']","Pizzeria & Kebab Merenneito","Unclaimed",3,"July 25, 2021","Kauppatie 8, Punkaharju 58500 Finland",61.75954,29.38741,"#9 of 9 Restaurants in Punkaharju","#1 of 1 Pizza in Punkaharju",6,0,0,,"Pizza, Fast Food",,,,"False","False","http://www.pizzeriamerenneito.fi/",,,,,0,2,3,1,0,"English (2), Finnish (2), Russian (1), Italian (1)","in rating","g189910-d10606765","$","Pizza, Fast Food","Restaurants",2,4,2
"g189910-d10629040",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g189910-d1204014","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Ravintola Punkaharju']","Ravintola Punkaharju","Claimed",4,"August 7, 2022","Punkaharjun harjutie 596, Punkaharju 58450 Finland",61.801258,29.30751,"#1 of 9 Restaurants in Punkaharju","#1 of 6 European in Punkaharju",111,0,0,"₪162 - ₪418","European, Scandinavian","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service, Gift Cards Available","True","True","http://hotellipunkaharju.fi/ravintola/",45,40,40,45,61,22,15,7,6,"German (5), Norwegian (1), Portuguese (1), Swedish (1), Finnish (51), Russian (2), English (49), Dutch (1)","in rating","g189910-d1204014","$$$$","European, Scandinavian, Vegetarian Friendly","Restaurants",49,62,51
"g189910-d12640972","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Inkeritalo']","Inkeritalo","Unclaimed",4,"July 26, 2023","Vaahersalontie 44 Kruunupuisto, Punkaharju 58450 Finland",61.785023,29.309303,"#3 of 9 Restaurants in Punkaharju","#3 of 3 Scandinavian in Punkaharju",31,0,0,,"European, Scandinavian","Lunch",,"Reservations, Seating, Table Service","False","False","http://www.kruunupuisto.fi/hotelli/inkeritalo/",,,,,13,10,6,1,1,"Russian (1), English (8), Spanish (1), Finnish (20), German (1)","in rating","g189910-d12640972","$$ - $$$","European, Scandinavian","Restaurants",8,23,20
"g189910-d14930214","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Pub Hutikka']","Pub Hutikka","Unclaimed",3.5,"September 5, 2018","Kauppatie 24, Punkaharju 58500 Finland",61.756104,29.39073,"#8 of 9 Restaurants in Punkaharju","#1 of 1 Grill in Punkaharju",2,0,0,,"Grill",,,,"False","True","http://www.hutikka.fi/",,,,,1,0,0,1,0,"English (2)","in rating","g189910-d14930214",,"Grill","Restaurants",2,0,0
"g189910-d21323335","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Pullaposki Oy']","Pullaposki Oy","Unclaimed",5,"July 7, 2021","Kauppatie 20, Punkaharju 58500 Finland",61.75697,29.389442,"#7 of 9 Restaurants in Punkaharju","#7 of 9 Restaurants in Punkaharju",1,0,0,,,"Breakfast, Lunch",,,"True","True","http://www.pullaposki.fi",,,,,1,0,0,0,0,"English (1)","in rating","g189910-d21323335",,,"Restaurants",1,0,0
"g189910-d4788902","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Cafe-Restaurant Harjun Portti']","Café-Restaurant Harjun Portti","Claimed",3.5,"February 1, 2022","Tuunaansaarentie 2 Train stop of Retretti in front of restaurant., Punkaharju 58450 Finland",61.80276,29.29363,"#6 of 9 Restaurants in Punkaharju","#6 of 6 European in Punkaharju",19,0,0,,"European","Breakfast, Lunch, Dinner",,"Reservations","True","True","http://www.harjunportti.fi",35,30,30,,2,8,7,1,1,"Swedish (1), Finnish (10), Russian (2), German (2), English (3), Italian (1)","in rating","g189910-d4788902","$$ - $$$","European","Restaurants",3,16,10
"g189910-d6989499","['Europe', 'Finland', 'Southern Savonia', 'Punkaharju', 'Punkaharju Restaurants', 'Cafe Rantakivi']","Cafe Rantakivi","Unclaimed",4,"October 20, 2023","Punkaharjuntie 1234, Punkaharju 58430 Finland",61.807728,29.276579,"#2 of 9 Restaurants in Punkaharju","#1 of 1 Cafe in Punkaharju",64,0,0,,"Cafe, European, Scandinavian","Lunch",,"Outdoor Seating, Seating, Serves Alcohol, Table Service, Reservations","False","True","http://www.caferantakivi.com",40,40,35,,33,14,4,8,5,"Italian (2), French (1), Hebrew (1), Dutch (1), German (1), Finnish (24), English (34)","in rating","g189910-d6989499","$$ - $$$","Cafe, European, Scandinavian","Restaurants",34,30,24
"g189911-d10296413","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Restaurant Pietari Kylliainen']","Restaurant Pietari Kylliainen","Unclaimed",3,"August 18, 2022","Olavinkatu 15, Savonlinna 57130 Finland",61.86694,28.89613,"#42 of 43 Restaurants in Savonlinna","#42 of 43 Restaurants in Savonlinna",3,0,0,,"European, Scandinavian",,,,"False","True","http://www.pietarikylliainen.fi/tmp_pietarikylliainen_site_0.asp?sua=7&lang=1&s=63",,,,,0,1,1,1,0,"English (1), Russian (1), Finnish (1)","in rating","g189911-d10296413",,"European, Scandinavian","Restaurants",1,2,1
"g189911-d10309599","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Wang Fu']","Wang Fu","Unclaimed",3.5,"August 1, 2022","Olavinkatu 46, Savonlinna 57100 Finland",61.869717,28.87865,"#19 of 43 Restaurants in Savonlinna","#1 of 2 Chinese in Savonlinna",21,0,0,,"Chinese",,,"Takeout, Reservations","False","True","https://www.facebook.com/pages/Wang-Fu/179582458773588",35,35,35,,4,9,4,3,1,"Finnish (14), English (5), Russian (2)","in rating","g189911-d10309599","$$ - $$$","Chinese","Restaurants",5,16,14
"g189911-d10387095","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Sirkan Leipomokahvila']","Sirkan Leipomokahvila","Unclaimed",4.5,"July 4, 2020","Pihlajavedentie 25, Savonlinna 57170 Finland",61.875263,28.850185,"#22 of 43 Restaurants in Savonlinna","#6 of 9 Cafe in Savonlinna",4,0,0,,"Cafe",,,,"False","False","http://www.sirkanleipomokahvila.fi",,,,,1,3,0,0,0,"Finnish (4), English","in rating","g189911-d10387095",,"Cafe","Restaurants",0,4,4
"g189911-d10462386","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'ABC Savonlinna']","ABC Savonlinna","Unclaimed",3.5,"July 27, 2019","Suuri Savontie 1, Savonlinna 57510 Finland",61.87741,28.82731,"#25 of 43 Restaurants in Savonlinna","#2 of 6 Fast Food in Savonlinna",10,0,0,,"Fast Food",,,,"False","False","http://www.abcasemat.fi/fi/asemat/abc-savonlinna",,,,,2,1,6,1,0,"English (1), Russian (2), Finnish (7)","in rating","g189911-d10462386","$","Fast Food","Restaurants",1,9,7
"g189911-d10625751","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Kotileipomo Kupsakka']","Kotileipomo Kupsakka","Unclaimed",4,"November 30, 2017","Heikinpohjantie 59, Savonlinna 57100 Finland",61.87033,28.86084,"#1 of 3 Bakeries in Savonlinna","#1 of 3 Bakeries in Savonlinna",7,0,0,,"Cafe",,,,"False","True","http://www.kotileipomokupsakka.com/",,,,,4,1,1,1,0,"Finnish (5), English (2)","in rating","g189911-d10625751",,"Bakeries, Cafe","Bakeries",2,5,5
"g189911-d10725320","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Restaurant Savon Hovi']","Restaurant Savon Hovi","Unclaimed",3.5,"April 15, 2019","Karjalantie 11, Savonlinna 57200 Finland",61.86768,28.92213,"#31 of 43 Restaurants in Savonlinna","#1 of 1 Diner in Savonlinna",5,0,0,,"Diner",,,,"False","False","http://www.savonhovi.fi/",,,,,0,3,1,1,0,"English (1), Finnish (4)","in rating","g189911-d10725320",,"Diner","Restaurants",1,4,4
"g189911-d1097027","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Huvila']","Huvila","Claimed",4,"June 10, 2019","Puistokatu 4, Savonlinna 57100 Finland",61.864777,28.881168,"#10 of 43 Restaurants in Savonlinna","#11 of 18 European in Savonlinna",80,0,0,"₪157 - ₪633","European, Scandinavian","Dinner, Lunch",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service","False","True",,40,40,35,40,30,25,12,9,4,"Russian (4), Finnish (18), German (2), English (41), Norwegian (2), French (1), Italian (12)","in rating","g189911-d1097027","$$ - $$$","European, Scandinavian","Restaurants",41,39,18
"g189911-d11655923","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Kahvila ALKU']","Kahvila ALKU - CLOSED","Claimed",4.5,"November 4, 2020","Olavinkatu 44, Savonlinna 57100 Finland",61.86956,28.88022,,,26,0,0,,,,,,"False","True","http://kahvilaalku.fi/",,,,,19,2,4,1,0,"Finnish (20), English (4), Italian (1), German (1)","closed","g189911-d11655923",,,,4,22,20
"g189911-d1196326","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Summer restaurant Linnakrouvi']","Summer restaurant Linnakrouvi","Claimed",4,"July 30, 2023","Linnankatu 7, Savonlinna 57130 Finland",61.864937,28.89666,"#7 of 43 Restaurants in Savonlinna","#7 of 43 Restaurants in Savonlinna",91,0,0,,"European, Scandinavian","Dinner, Drinks","Vegetarian Friendly","Highchairs Available, Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Table Service","False","True","http://www.linnakrouvi.fi",40,40,35,40,45,20,20,2,4,"Russian (4), French (2), Finnish (52), English (32), Italian (1)","in rating","g189911-d1196326","$$$$","European, Scandinavian, Vegetarian Friendly","Restaurants",32,59,52
"g189911-d1199903","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Pub Nassakka']","Pub Nassakka","Unclaimed",2,"November 6, 2008","Tyynelaentie 53, Savonlinna 57210 Finland",61.8696,28.94016,"#40 of 43 Restaurants in Savonlinna","#1 of 1 Wine Bar in Savonlinna",1,0,0,,"Brew Pub, Cafe, Wine Bar",,,,"False","True",,,,,,0,0,0,1,0,"English (1)","in rating","g189911-d1199903",,"Brew Pub, Cafe, Wine Bar","Restaurants",1,0,0
"g189911-d1204011","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Muikkuterassi']","Muikkuterassi","Claimed",3.5,"July 19, 2023","Kauppatori 4-6 Sokos Hotel Savonlinnan Seurahuone, Savonlinna 57130 Finland",61.867683,28.885626,"#11 of 43 Restaurants in Savonlinna","#12 of 18 European in Savonlinna",95,0,0,,"European, Scandinavian","Lunch, Dinner, Late Night, Drinks",,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service","True","True","https://www.facebook.com/muikkuterassi/",40,40,40,40,27,35,16,10,7,"Finnish (42), Russian (8), German (3), Italian (4), Dutch (1), English (37)","in rating","g189911-d1204011","$$ - $$$","European, Scandinavian","Restaurants",37,58,42
"g189911-d1204012","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Ravintola Majakka']","Ravintola Majakka","Claimed",4,"August 30, 2023","Satamakatu 11, Savonlinna 57130 Finland",61.867344,28.886415,"#1 of 43 Restaurants in Savonlinna","#1 of 43 Restaurants in Savonlinna",398,0,0,,"European, Scandinavian","Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Family style, Gift Cards Available","True","True","http://www.raflaamo.fi/fi/savonlinna/ravintola-majakka",40,40,35,35,121,168,72,22,15,"Finnish (152), Russian (55), Dutch (3), Greek (1), Spanish (6), German (14), Swedish (3), French (6), Polish (1), English (125), Italian (31), Danish (1)","in rating","g189911-d1204012","$$ - $$$","European, Scandinavian, Vegetarian Friendly","Restaurants",125,273,152
"g189911-d12598467","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Kahvila Leivintupa']","Kahvila Leivintupa","Claimed",4,"May 2, 2018","Kirkkokatu 8, Savonlinna 57100 Finland",61.86914,28.88002,"#28 of 43 Restaurants in Savonlinna","#28 of 43 Restaurants in Savonlinna",3,0,0,,,"Breakfast, Lunch",,,"True","True","http://www.savonlinnanleipurit.fi/kahvilat/",,,,,1,1,1,0,0,"English, Finnish (3)","in rating","g189911-d12598467",,,"Restaurants",0,3,3
"g189911-d12933569","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Cafe Torikahvila Kauko Pesonen']","Café Torikahvila Kauko Pesonen","Unclaimed",,,"Kauppatori, Savonlinna 57130 Finland",61.86881,28.88675,,,0,0,0,,"Cafe",,,,"False","True","http://www.marjamarkkinointi.fi/torikahvila/",,,,,0,0,0,0,0,"nan","in rating","g189911-d12933569",,"Cafe",,0,0,0
"g189911-d12933581","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Hesburger Savonlinna']","Hesburger Savonlinna","Unclaimed",3,"September 16, 2023","Olavinkatu 39, Savonlinna 57100 Finland",61.86959,28.88376,"#41 of 43 Restaurants in Savonlinna","#5 of 6 Fast Food in Savonlinna",11,0,0,,"Fast Food",,,,"False","True","http://www.hesburger.fi/ravintolat?tid=68",25,30,30,,2,2,3,2,2,"Russian (4), Finnish (4), Dutch (1), English (2)","in rating","g189911-d12933581","$$ - $$$","Fast Food","Restaurants",2,9,4
"g189911-d13167467","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Linnan Piirakka Ja Kukko']","Linnan Piirakka Ja Kukko","Unclaimed",5,"June 26, 2018","Pilkkakoskenkatu 3, Savonlinna Finland",61.869488,28.875181,"#30 of 43 Restaurants in Savonlinna","#7 of 9 Cafe in Savonlinna",1,0,0,,"Cafe",,,,"False","True","https://www.facebook.com/linnanpiirakkajakukko/",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g189911-d13167467",,"Cafe","Restaurants",0,1,1
"g189911-d13202074","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'HerkkuPekka']","HerkkuPekka","Unclaimed",4,"July 20, 2023","Olavinkatu 53, Savonlinna 57100 Finland",61.87047,28.87775,"#2 of 3 Bakeries in Savonlinna","#2 of 3 Bakeries in Savonlinna",3,0,0,,"Cafe",,,,"False","True","http://www.herkkupekka.fi/",,,,,1,1,1,0,0,"English (1), Finnish (2)","in rating","g189911-d13202074",,"Bakeries, Cafe","Bakeries",1,2,2
"g189911-d13355191","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Olavin Tahti Pizzeria']","Olavin Tähti Pizzeria","Unclaimed",3,"January 9, 2018","Olavinkatu 51, Savonlinna Finland",61.870182,28.878834,"#37 of 43 Restaurants in Savonlinna","#6 of 7 Pizza in Savonlinna",1,0,0,,"Pizza",,,,"False","True",,,,,,0,0,1,0,0,"English, Finnish (1)","in rating","g189911-d13355191",,"Pizza","Restaurants",0,1,1
"g189911-d13961494","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Subway']","Subway","Unclaimed",4,"February 13, 2019","Olavinkatu 44, Savonlinna 57100 Finland",61.86968,28.880548,"#29 of 43 Restaurants in Savonlinna","#2 of 3 American in Savonlinna",2,0,0,,"American","Breakfast, Lunch, Dinner",,,"True","True","https://restaurants.subway.com/finland/savonlinna/olavinkatu-44?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=54896&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQ1MjgtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,1,0,1,0,0,"English (1), Russian (1)","in rating","g189911-d13961494",,"American","Restaurants",1,1,0
"g189911-d13961498","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Ravintola Posse']","Ravintola Posse","Unclaimed",3.5,"October 15, 2018","Olavinkatu 44, Savonlinna 57100 Finland",61.869743,28.880629,"#34 of 43 Restaurants in Savonlinna","#14 of 17 Scandinavian in Savonlinna",2,0,0,,"Scandinavian, Asian","Lunch, Brunch, Drinks",,"Reservations, Buffet, Seating, Highchairs Available, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Live Music, Dog Friendly, Family style, Non-smoking restaurants","True","True","https://www.facebook.com/RavintolaPosse/",,,,,0,1,1,0,0,"English, Finnish (2)","in rating","g189911-d13961498",,"Asian, Scandinavian","Restaurants",0,2,2
"g189911-d17412807","['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Pizzeria Sahmaran']","Pizzeria Sahmaran","Claimed",5,"August 7, 2020","Olavinkatu 40, Savonlinna 57100 Finland",61.868004,28.886917,"#21 of 43 Restaurants in Savonlinna","#4 of 5 Italian in Savonlinna",3,0,0,"₪30 - ₪64","Pizza, Turkish, Italian","Lunch, Dinner, Late Night, Drinks",,"Delivery, Takeout, Seating, Street Parking, Digital Payments, Accepts Credit Cards, Gift Cards Available","True","True","http://www.pizzeriasahmaran.fi",,,,,3,0,0,0,0,"English (1), Finnish (2)","in rating","g189911-d17412807","$$ - $$$","Italian, Pizza, Turkish","Restaurants",1,2,2
